"","c_id","school","age","sex","SES_z","NAPLAN1_z","time","prev_dep","NAPLAN_z","prev_sdq"
"16.5",16,1,7.9956784,"female",-0.80305904,-0.85462868,5,2.576926,-1.0109216,26.04303
"16.7",16,1,7.9956784,"female",-0.80305904,-0.85462868,7,0.24477872,-1.1074888,20.32032
"17.3",17,1,9.5144577,"male",0.73584503,1.5716602,3,-0.63929158,1.9058721,14.308504
"17.5",17,1,9.5144577,"male",0.73584503,1.5716602,5,NA,1.900604,13.916185
"17.7",17,1,9.5144577,"male",0.73584503,1.5716602,7,NA,1.6752014,6.9295955
"18.3",18,1,7.4249806,"female",0.73245746,0.57591516,3,NA,1.2550132,9.4316225
"18.5",18,1,7.4249806,"female",0.73245746,0.57591516,5,3.4775288,1.9067383,14.774998
"18.7",18,1,7.4249806,"female",0.73245746,0.57591516,7,2.7270954,-0.18833648,15.744278
"19.3",19,1,9.0455227,"female",-1.0904567,0.71559012,3,NA,1.7077098,5.8012247
"19.5",19,1,9.0455227,"female",-1.0904567,0.71559012,5,NA,0.3695066,10.673753
"19.7",19,1,9.0455227,"female",-1.0904567,0.71559012,7,-1.003985,0.28607255,9.3429546
"20.3",20,1,9.6278992,"female",-0.010149507,0.76784998,3,-1.0045667,0.6757586,17.883469
"20.5",20,1,9.6278992,"female",-0.010149507,0.76784998,5,-1.9426801,0.29749191,18.727339
"20.7",20,1,9.6278992,"female",-0.010149507,0.76784998,7,-1.5588043,-0.21085249,16.64245
"21.3",21,1,8.9770803,"male",-1.1450188,0.15226026,3,NA,0.86780971,-1.7871258
"21.5",21,1,8.9770803,"male",-1.1450188,0.15226026,5,NA,-0.34881032,-3.2445734
"21.7",21,1,8.9770803,"male",-1.1450188,0.15226026,7,NA,-0.29947752,6.9763288
"22.3",22,1,9.5541658,"female",-1.9443103,0.44533172,3,2.4054713,0.77253979,20.592718
"22.5",22,1,9.5541658,"female",-1.9443103,0.44533172,5,0.58850676,-0.16596614,17.119946
"22.7",22,1,9.5541658,"female",-1.9443103,0.44533172,7,3.1836448,0.14655535,25.757483
"23.3",23,1,8.6614656,"male",1.4673337,0.90528214,3,NA,0.8542853,0.51738036
"23.5",23,1,8.6614656,"male",1.4673337,0.90528214,5,1.3800451,0.93937254,14.694938
"23.7",23,1,8.6614656,"male",1.4673337,0.90528214,7,NA,1.3712037,-1.5862638
"24.3",24,1,7.6413856,"female",-0.081747703,-1.3458612,3,-0.33248413,-1.7363679,13.113471
"24.5",24,1,7.6413856,"female",-0.081747703,-1.3458612,5,NA,-0.23546565,10.184807
"24.7",24,1,7.6413856,"female",-0.081747703,-1.3458612,7,1.1991879,-0.44292766,19.2939
"25.3",25,1,8.3941603,"female",-0.94735527,-0.13610645,3,1.5336578,-0.28391233,20.135386
"25.5",25,1,8.3941603,"female",-0.94735527,-0.13610645,5,NA,-0.64534104,11.845663
"25.7",25,1,8.3941603,"female",-0.94735527,-0.13610645,7,NA,-0.37920752,9.2717276
"26.3",26,1,7.621531,"female",-0.87219727,-0.47621042,3,NA,-1.2098666,0.39214578
"26.5",26,1,7.621531,"female",-0.87219727,-0.47621042,5,NA,-1.1362239,2.1841071
"26.7",26,1,7.621531,"female",-0.87219727,-0.47621042,7,NA,-1.3692088,4.4672298
"27.3",27,1,8.7422991,"female",0.29690817,-0.70244068,3,-2.1416833,0.13370143,13.528202
"27.5",27,1,8.7422991,"female",0.29690817,-0.70244068,5,0.066655718,0.09391883,16.384348
"27.7",27,1,8.7422991,"female",0.29690817,-0.70244068,7,-0.8387084,-0.47779593,15.386731
"28.3",28,1,8.5567245,"male",-0.19536453,0.15741371,3,NA,-0.30152935,10.290391
"28.5",28,1,8.5567245,"male",-0.19536453,0.15741371,5,-0.3624942,-0.23290858,15.282448
"28.7",28,1,8.5567245,"male",-0.19536453,0.15741371,7,-3.4232669,0.4311797,12.671443
"29.3",29,1,7.7830963,"female",-1.8110597,1.1979749,3,2.7791381,-0.38326943,28.498825
"29.5",29,1,7.7830963,"female",-1.8110597,1.1979749,5,1.1253043,0.19639309,24.051174
"29.7",29,1,7.7830963,"female",-1.8110597,1.1979749,7,0.61372215,0.86015701,16.122458
"30.3",30,1,7.735126,"male",1.6484069,-0.89081305,3,NA,-1.4863185,9.0948744
"30.5",30,1,7.735126,"male",1.6484069,-0.89081305,5,NA,-0.71011513,2.7074687
"30.7",30,1,7.735126,"male",1.6484069,-0.89081305,7,NA,-0.62964576,4.6151309
"331.3",331,2,7.4260783,"male",-0.37087518,1.2095319,3,-1.3794556,2.1471143,13.655392
"331.5",331,2,7.4260783,"male",-0.37087518,1.2095319,5,NA,2.8510797,9.5392942
"331.7",331,2,7.4260783,"male",-0.37087518,1.2095319,7,NA,2.0819929,11.793352
"332.3",332,2,9.7139721,"male",-0.37295917,0.5999341,3,0.043218926,0.57279915,18.168966
"332.5",332,2,9.7139721,"male",-0.37295917,0.5999341,5,-0.78060955,0.60082239,18.993267
"332.7",332,2,9.7139721,"male",-0.37295917,0.5999341,7,-0.1407008,1.0110574,17.154732
"333.3",333,2,9.7129612,"male",-0.46291551,1.5438361,3,0.064226255,2.4124289,19.291409
"333.5",333,2,9.7129612,"male",-0.46291551,1.5438361,5,0.55397367,1.712787,21.368038
"333.7",333,2,9.7129612,"male",-0.46291551,1.5438361,7,2.603148,4.0546198,24.859352
"334.3",334,2,9.7857628,"male",0.64353055,0.22235033,3,-0.031199008,0.10766129,18.421886
"334.5",334,2,9.7857628,"male",0.64353055,0.22235033,5,-1.6586388,1.2016742,9.6248465
"334.7",334,2,9.7857628,"male",0.64353055,0.22235033,7,1.9774159,0.64715284,20.494356
"335.3",335,2,9.9323311,"female",-0.61428493,-0.62537444,3,1.7109478,-0.098164938,14.550729
"335.5",335,2,9.9323311,"female",-0.61428493,-0.62537444,5,3.7902291,0.50068593,17.314285
"335.7",335,2,9.9323311,"female",-0.61428493,-0.62537444,7,2.4321964,-0.43056706,13.172222
"336.3",336,2,7.5968957,"male",0.037440836,-0.059315477,3,1.8489352,1.2321604,16.892204
"336.5",336,2,7.5968957,"male",0.037440836,-0.059315477,5,0.021503644,0.74001461,9.0935116
"336.7",336,2,7.5968957,"male",0.037440836,-0.059315477,7,1.1096034,0.75569367,15.366983
"337.3",337,2,9.6064167,"male",0.10307931,0.56784731,3,0.54732162,2.3462939,18.223032
"337.5",337,2,9.6064167,"male",0.10307931,0.56784731,5,2.8769948,1.7012784,20.461252
"337.7",337,2,9.6064167,"male",0.10307931,0.56784731,7,NA,1.8899838,11.679658
"338.3",338,2,7.7278881,"male",0.022277024,-0.56054211,3,-1.1385179,0.98159814,19.104195
"338.5",338,2,7.7278881,"male",0.022277024,-0.56054211,5,0.092297986,-0.45695758,15.419494
"338.7",338,2,7.7278881,"male",0.022277024,-0.56054211,7,0.22029945,-1.6458641,19.606134
"339.3",339,2,7.4628344,"female",0.45701665,-0.17841239,3,-1.08341,0.88169277,11.658078
"339.5",339,2,7.4628344,"female",0.45701665,-0.17841239,5,2.4962127,0.95709789,22.879141
"339.7",339,2,7.4628344,"female",0.45701665,-0.17841239,7,NA,1.5797145,14.081924
"340.3",340,2,7.2003865,"female",0.15613042,-1.0872843,3,2.4002371,-1.0832082,17.949158
"340.5",340,2,7.2003865,"female",0.15613042,-1.0872843,5,1.726229,-1.3220173,16.340857
"340.7",340,2,7.2003865,"female",0.15613042,-1.0872843,7,2.6066465,-0.97137535,17.299622
"341.3",341,2,7.0890799,"male",0.09138044,1.4495423,3,-3.2280498,1.8966607,14.183548
"341.5",341,2,7.0890799,"male",0.09138044,1.4495423,5,-3.1405449,1.4800961,17.426525
"341.7",341,2,7.0890799,"male",0.09138044,1.4495423,7,-0.22952995,3.8871126,22.909815
"342.3",342,2,7.603683,"female",2.1599092,1.0736148,3,4.1441851,1.4598658,21.558674
"342.5",342,2,7.603683,"female",2.1599092,1.0736148,5,0.44099829,1.6374239,9.5325813
"342.7",342,2,7.603683,"female",2.1599092,1.0736148,7,3.4451647,2.9712243,22.401958
"343.3",343,2,9.900939,"male",1.2959316,1.5211023,3,-0.86711472,0.86634457,26.591194
"343.5",343,2,9.900939,"male",1.2959316,1.5211023,5,-0.24864863,-0.3640897,22.694241
"343.7",343,2,9.900939,"male",1.2959316,1.5211023,7,-0.28850335,1.8421751,28.427029
"344.3",344,2,8.0301971,"female",1.4034088,-0.57650101,3,0.9258706,0.33089364,12.828456
"344.5",344,2,8.0301971,"female",1.4034088,-0.57650101,5,0.32903913,0.65889537,13.326701
"344.7",344,2,8.0301971,"female",1.4034088,-0.57650101,7,2.0889556,0.46174586,12.05102
"345.3",345,2,7.3907466,"female",1.14939,-0.74172103,3,2.9068093,-0.85106587,22.660294
"345.5",345,2,7.3907466,"female",1.14939,-0.74172103,5,1.9506403,-0.5922364,25.882057
"345.7",345,2,7.3907466,"female",1.14939,-0.74172103,7,0.45792964,-0.96021587,17.693481
"346.3",346,2,7.8594389,"female",-1.6629875,-2.7372069,3,0.27808139,-2.9897428,17.940851
"346.5",346,2,7.8594389,"female",-1.6629875,-2.7372069,5,-0.91938466,-2.0224726,13.678933
"346.7",346,2,7.8594389,"female",-1.6629875,-2.7372069,7,1.1900353,-2.1394839,21.554689
"347.3",347,2,9.9109669,"female",NA,-0.095879532,3,1.3206688,-1.0607775,27.248386
"347.5",347,2,9.9109669,"female",NA,-0.095879532,5,2.1260879,0.17161019,29.292988
"347.7",347,2,9.9109669,"female",NA,-0.095879532,7,1.7428852,0.30264491,23.720798
"348.3",348,2,7.5111647,"male",0.70797539,-0.18384379,3,NA,-0.78632677,7.7472777
"348.5",348,2,7.5111647,"male",0.70797539,-0.18384379,5,0.75076902,-1.6118459,16.746603
"348.7",348,2,7.5111647,"male",0.70797539,-0.18384379,7,NA,-1.4700048,7.219512
"349.3",349,2,8.4920635,"male",-0.52538002,0.58499748,3,2.1207583,1.1698517,25.164402
"349.5",349,2,8.4920635,"male",-0.52538002,0.58499748,5,1.6115733,1.1580399,25.11109
"349.7",349,2,8.4920635,"male",-0.52538002,0.58499748,7,0.22888,1.5152913,23.151882
"350.3",350,2,9.3063059,"male",-0.56429768,1.5420684,3,0.93811119,0.96097505,26.345705
"350.5",350,2,9.3063059,"male",-0.56429768,1.5420684,5,0.91296405,1.3647281,24.926561
"350.7",350,2,9.3063059,"male",-0.56429768,1.5420684,7,-0.31155819,1.3663613,19.333572
"351.3",351,2,8.2693396,"female",-2.6735418,-1.2811551,3,3.3585017,-1.1419301,23.728659
"351.5",351,2,8.2693396,"female",-2.6735418,-1.2811551,5,2.5386069,-1.9088351,17.845276
"351.7",351,2,8.2693396,"female",-2.6735418,-1.2811551,7,4.1877246,-1.7532206,25.682074
"352.3",352,2,7.4487476,"male",0.53075069,-0.45731238,3,1.6070867,1.3083849,20.369385
"352.5",352,2,7.4487476,"male",0.53075069,-0.45731238,5,-0.66945475,-0.46868095,11.898423
"352.7",352,2,7.4487476,"male",0.53075069,-0.45731238,7,1.216628,-0.55437464,19.772879
"353.3",353,2,8.5549479,"female",1.2454058,-2.0480642,3,NA,-0.57217091,7.4817772
"353.5",353,2,8.5549479,"female",1.2454058,-2.0480642,5,1.7848632,-1.423544,18.577343
"353.7",353,2,8.5549479,"female",1.2454058,-2.0480642,7,0.22046287,0.1331545,17.316591
"354.3",354,2,7.5564518,"male",1.2007688,1.6333933,3,NA,1.6574816,0.42857498
"354.5",354,2,7.5564518,"male",1.2007688,1.6333933,5,NA,2.7984402,-3.9439983
"354.7",354,2,7.5564518,"male",1.2007688,1.6333933,7,NA,2.6473043,0.001783809
"355.3",355,2,7.5977998,"female",0.13710004,0.088666923,3,2.8891611,-1.0841229,27.720791
"355.5",355,2,7.5977998,"female",0.13710004,0.088666923,5,-0.66154724,-0.2932387,14.492193
"355.7",355,2,7.5977998,"female",0.13710004,0.088666923,7,2.3584151,-0.6357494,23.078552
"356.3",356,2,7.1357775,"female",0.034464516,0.756302,3,-0.16780885,0.44148886,14.011821
"356.5",356,2,7.1357775,"female",0.034464516,0.756302,5,-1.1800177,-0.7105059,12.723929
"356.7",356,2,7.1357775,"female",0.034464516,0.756302,7,1.3257325,0.80693299,19.707287
"357.3",357,2,8.4735994,"male",0.49852794,2.1510751,3,-0.64659804,1.5632952,14.565113
"357.5",357,2,8.4735994,"male",0.49852794,2.1510751,5,-0.55133599,2.2350333,17.47385
"357.7",357,2,8.4735994,"male",0.49852794,2.1510751,7,-0.75133038,-0.025267424,24.426531
"358.3",358,2,7.9017887,"female",0.085595593,-1.7222981,3,0.56069142,0.612046,22.064333
"358.5",358,2,7.9017887,"female",0.085595593,-1.7222981,5,0.75228131,-1.3389713,20.658497
"358.7",358,2,7.9017887,"female",0.085595593,-1.7222981,7,NA,-0.8089909,16.055582
"359.3",359,2,7.563343,"male",-0.77976042,0.18586411,3,4.1234317,0.64967871,21.40954
"359.5",359,2,7.563343,"male",-0.77976042,0.18586411,5,-0.0022935492,0.47992575,12.762521
"359.7",359,2,7.563343,"male",-0.77976042,0.18586411,7,NA,-1.0593626,6.5651689
"360.3",360,2,7.862813,"male",-0.058904808,0.17900243,3,2.6609218,0.093798377,29.981998
"360.5",360,2,7.862813,"male",-0.058904808,0.17900243,5,0.42063245,-0.24429987,22.344942
"360.7",360,2,7.862813,"male",-0.058904808,0.17900243,7,1.8268963,0.42440987,26.683769
"661.3",661,3,8.8882513,"female",-0.2055901,-1.8960863,3,3.101244,-2.6443367,17.088869
"661.5",661,3,8.8882513,"female",-0.2055901,-1.8960863,5,2.1358078,-1.7137127,17.705574
"661.7",661,3,8.8882513,"female",-0.2055901,-1.8960863,7,NA,-1.7943176,8.8171597
"662.3",662,3,8.0943565,"male",-1.5021899,1.0935441,3,1.5532324,2.0682306,21.095774
"662.5",662,3,8.0943565,"male",-1.5021899,1.0935441,5,0.32224852,2.615257,12.253049
"662.7",662,3,8.0943565,"male",-1.5021899,1.0935441,7,NA,2.2071102,13.291301
"663.3",663,3,8.0405369,"female",0.087954961,-1.3145769,3,2.9649265,-0.72280049,20.415623
"663.5",663,3,8.0405369,"female",0.087954961,-1.3145769,5,2.3371029,-1.0684448,15.070376
"663.7",663,3,8.0405369,"female",0.087954961,-1.3145769,7,1.4033982,-1.7908872,14.702111
"664.3",664,3,8.3392324,"female",0.31762782,0.06557247,3,NA,-0.41496351,8.081809
"664.5",664,3,8.3392324,"female",0.31762782,0.06557247,5,1.6725413,-0.17192018,19.346334
"664.7",664,3,8.3392324,"female",0.31762782,0.06557247,7,NA,-1.3677191,11.189774
"665.3",665,3,8.5215015,"male",2.0189517,0.81576127,3,1.0795056,2.1613412,13.520077
"665.5",665,3,8.5215015,"male",2.0189517,0.81576127,5,1.6191121,3.0887511,15.267402
"665.7",665,3,8.5215015,"male",2.0189517,0.81576127,7,0.97549862,2.4515171,10.672809
"666.3",666,3,7.6497097,"male",0.35678962,0.28569046,3,-0.47308984,-0.33549669,22.044775
"666.5",666,3,7.6497097,"male",0.35678962,0.28569046,5,-0.62644559,1.4815247,19.243299
"666.7",666,3,7.6497097,"male",0.35678962,0.28569046,7,-1.7723035,1.4123292,18.492014
"667.3",667,3,9.1550789,"male",0.6867854,1.0492933,3,-0.45143828,0.41389883,19.092352
"667.5",667,3,9.1550789,"male",0.6867854,1.0492933,5,-1.7126882,0.65147954,14.394769
"667.7",667,3,9.1550789,"male",0.6867854,1.0492933,7,-1.1380209,-0.35586438,13.119861
"668.3",668,3,7.9852357,"male",-1.3501928,-0.10530832,3,0.25391233,2.0216773,20.830355
"668.5",668,3,7.9852357,"male",-1.3501928,-0.10530832,5,-0.47850728,2.0765557,17.341221
"668.7",668,3,7.9852357,"male",-1.3501928,-0.10530832,7,-1.6835167,1.2353747,17.781193
"669.3",669,3,8.4813423,"male",NA,-2.0555854,3,NA,-0.65020096,10.26337
"669.5",669,3,8.4813423,"male",NA,-2.0555854,5,NA,-1.1092944,4.3198957
"669.7",669,3,8.4813423,"male",NA,-2.0555854,7,NA,-1.6067487,6.552804
"670.3",670,3,8.6861277,"female",0.037731465,-0.20097995,3,2.2655492,1.6759976,17.39152
"670.5",670,3,8.6861277,"female",0.037731465,-0.20097995,5,1.2030807,0.89972687,18.608978
"670.7",670,3,8.6861277,"female",0.037731465,-0.20097995,7,1.1054667,0.40247098,17.516619
"671.3",671,3,8.2686272,"male",0.19598356,-1.2191951,3,-0.56441426,0.73431104,25.184179
"671.5",671,3,8.2686272,"male",0.19598356,-1.2191951,5,2.0759258,1.1063516,31.474573
"671.7",671,3,8.2686272,"male",0.19598356,-1.2191951,7,2.8722038,2.3619771,24.541283
"672.3",672,3,9.8220825,"male",-1.4125711,0.87503481,3,NA,1.6580685,2.4885178
"672.5",672,3,9.8220825,"male",-1.4125711,0.87503481,5,NA,1.5249145,7.0396724
"672.7",672,3,9.8220825,"male",-1.4125711,0.87503481,7,1.7832935,0.55535764,10.414464
"673.3",673,3,8.4403515,"female",1.3249854,0.72037786,3,NA,1.5459499,8.5893488
"673.5",673,3,8.4403515,"female",1.3249854,0.72037786,5,NA,-0.41157737,8.6645336
"673.7",673,3,8.4403515,"female",1.3249854,0.72037786,7,0.81229353,0.69606066,17.574219
"674.3",674,3,8.3693123,"male",0.78364086,0.29871583,3,0.39691409,1.4718168,17.036413
"674.5",674,3,8.3693123,"male",0.78364086,0.29871583,5,-0.82473159,1.6484287,17.807045
"674.7",674,3,8.3693123,"male",0.78364086,0.29871583,7,0.36201301,2.5296974,25.022381
"675.3",675,3,8.2088099,"male",-1.8292183,0.52259916,3,NA,1.1808686,5.4362082
"675.5",675,3,8.2088099,"male",-1.8292183,0.52259916,5,2.8381557,0.29441479,28.991976
"675.7",675,3,8.2088099,"male",-1.8292183,0.52259916,7,3.4817996,0.46210432,31.317276
"676.3",676,3,8.3211432,"male",0.38465896,-0.63037902,3,0.6795752,-0.89928979,21.144642
"676.5",676,3,8.3211432,"male",0.38465896,-0.63037902,5,-1.4194068,-1.5491874,13.28817
"676.7",676,3,8.3211432,"male",0.38465896,-0.63037902,7,-0.53917044,-1.2844982,15.950696
"677.3",677,3,9.214922,"male",0.73030776,-1.5437562,3,NA,0.37124926,5.7231026
"677.5",677,3,9.214922,"male",0.73030776,-1.5437562,5,NA,-0.38245741,13.774611
"677.7",677,3,9.214922,"male",0.73030776,-1.5437562,7,NA,0.25821388,3.6401055
"678.3",678,3,8.2622595,"female",-0.63310957,-1.3871416,3,NA,0.070117183,9.0960474
"678.5",678,3,8.2622595,"female",-0.63310957,-1.3871416,5,NA,0.27771935,10.434447
"678.7",678,3,8.2622595,"female",-0.63310957,-1.3871416,7,0.082324289,0.31461522,17.060083
"679.3",679,3,8.0181627,"male",-0.17056972,-0.24746528,3,0.92602599,0.1529579,21.990559
"679.5",679,3,8.0181627,"male",-0.17056972,-0.24746528,5,-0.43924084,0.40642476,16.26322
"679.7",679,3,8.0181627,"male",-0.17056972,-0.24746528,7,1.8858175,-0.043324497,25.059658
"680.3",680,3,9.0635958,"male",-0.40611678,-2.0989964,3,NA,-1.2316462,8.6441469
"680.5",680,3,9.0635958,"male",-0.40611678,-2.0989964,5,NA,-0.84984452,5.1418214
"680.7",680,3,9.0635958,"male",-0.40611678,-2.0989964,7,2.2050698,-1.2695816,17.95034
"681.3",681,3,7.9318671,"male",-0.33919874,-0.11118285,3,NA,2.3721719,4.0703263
"681.5",681,3,7.9318671,"male",-0.33919874,-0.11118285,5,NA,1.7010421,1.7264053
"681.7",681,3,7.9318671,"male",-0.33919874,-0.11118285,7,NA,1.8394952,11.111823
"682.3",682,3,9.5373526,"female",1.8417635,0.53052437,3,-0.56595665,0.86990899,14.002353
"682.5",682,3,9.5373526,"female",1.8417635,0.53052437,5,-2.4827187,-0.2840538,11.913299
"682.7",682,3,9.5373526,"female",1.8417635,0.53052437,7,-1.5968844,0.84460366,14.858809
"683.3",683,3,8.5955381,"female",1.2484916,0.44921821,3,0.93959159,0.80153483,13.855371
"683.5",683,3,8.5955381,"female",1.2484916,0.44921821,5,1.2274672,1.419589,16.014025
"683.7",683,3,8.5955381,"female",1.2484916,0.44921821,7,-0.43325785,2.3355751,12.47354
"684.3",684,3,7.8846712,"male",-0.49964684,0.6187396,3,NA,2.300128,-4.3216867
"684.5",684,3,7.8846712,"male",-0.49964684,0.6187396,5,NA,0.91491205,-2.9761829
"684.7",684,3,7.8846712,"male",-0.49964684,0.6187396,7,NA,1.4116995,0.73170298
"685.3",685,3,8.4108295,"female",-1.2499969,-1.0255287,3,NA,0.74042267,11.290735
"685.5",685,3,8.4108295,"female",-1.2499969,-1.0255287,5,NA,0.26122192,7.258605
"685.7",685,3,8.4108295,"female",-1.2499969,-1.0255287,7,NA,-0.48003745,8.8609133
"686.3",686,3,7.4888892,"male",-0.053107012,0.18877165,3,0.18073924,0.2737906,13.00083
"686.5",686,3,7.4888892,"male",-0.053107012,0.18877165,5,-3.0311942,0.18393983,8.5681639
"686.7",686,3,7.4888892,"male",-0.053107012,0.18877165,7,NA,1.6154319,12.348783
"687.3",687,3,9.1907139,"female",NA,0.021317314,3,3.0816679,1.1712142,30.344233
"687.5",687,3,9.1907139,"female",NA,0.021317314,5,1.1965448,0.58528399,21.270382
"687.7",687,3,9.1907139,"female",NA,0.021317314,7,1.6749066,1.7840852,23.582727
"688.3",688,3,7.1146173,"female",1.7178242,-0.16004112,3,-0.13608667,1.5251459,18.819101
"688.5",688,3,7.1146173,"female",1.7178242,-0.16004112,5,2.3961272,1.0370793,30.218765
"688.7",688,3,7.1146173,"female",1.7178242,-0.16004112,7,0.58020771,1.8656648,24.778868
"689.3",689,3,7.7307811,"female",3.7674923,-0.59111428,3,-0.20893249,0.88720274,15.729197
"689.5",689,3,7.7307811,"female",3.7674923,-0.59111428,5,NA,-0.087441988,7.622232
"689.7",689,3,7.7307811,"female",3.7674923,-0.59111428,7,-4.0103326,0.33171788,5.8423924
"690.3",690,3,8.3853693,"female",-0.84554875,-0.092101686,3,1.1799248,0.42840478,12.372212
"690.5",690,3,8.3853693,"female",-0.84554875,-0.092101686,5,NA,0.58325833,10.164507
"690.7",690,3,8.3853693,"female",-0.84554875,-0.092101686,7,NA,-0.51824552,7.6940846
"991.3",991,4,7.4714923,"male",-0.6924395,-0.36812893,3,0.44166991,-0.93463182,11.573089
"991.5",991,4,7.4714923,"male",-0.6924395,-0.36812893,5,0.6427964,0.14705025,12.191595
"991.7",991,4,7.4714923,"male",-0.6924395,-0.36812893,7,NA,0.72747976,10.759958
"992.3",992,4,7.1274004,"female",0.92286795,-1.0916256,3,NA,-0.26262146,10.581877
"992.5",992,4,7.1274004,"female",0.92286795,-1.0916256,5,0.31685245,-0.1683706,13.209247
"992.7",992,4,7.1274004,"female",0.92286795,-1.0916256,7,0.28227285,-0.47939566,12.259167
"993.3",993,4,7.5968642,"male",-0.43386957,-1.0255568,3,1.7203614,0.74273181,28.101982
"993.5",993,4,7.5968642,"male",-0.43386957,-1.0255568,5,2.6428721,-1.1036184,30.056786
"993.7",993,4,7.5968642,"male",-0.43386957,-1.0255568,7,-0.080022916,-2.3370624,17.263924
