"","c_id","school","age","sex","SES_z","NAPLAN1_z","time","prev_dep","NAPLAN_z","prev_sdq"
"348.5",348,2,7.5111647,"male",0.70797539,-0.18384379,5,0.75076902,-1.6138854,16.746603
"348.7",348,2,7.5111647,"male",0.70797539,-0.18384379,7,NA,-1.4000925,7.219512
"349.3",349,2,8.4920635,"male",-0.52538002,0.58499748,3,2.1207583,1.1590704,25.164402
"349.5",349,2,8.4920635,"male",-0.52538002,0.58499748,5,1.6115733,1.1079462,25.11109
"349.7",349,2,8.4920635,"male",-0.52538002,0.58499748,7,0.22888,1.502226,23.151882
"350.3",350,2,9.3063059,"male",-0.56429768,1.5420684,3,0.93811119,0.95536625,26.345705
"350.5",350,2,9.3063059,"male",-0.56429768,1.5420684,5,0.91296405,1.3355325,24.926561
"350.7",350,2,9.3063059,"male",-0.56429768,1.5420684,7,-0.31155819,1.384425,19.333572
"351.3",351,2,8.2693396,"female",-2.6735418,-1.2811551,3,3.3585017,-1.3249397,23.728659
"351.5",351,2,8.2693396,"female",-2.6735418,-1.2811551,5,2.5386069,-2.1131711,17.845276
"351.7",351,2,8.2693396,"female",-2.6735418,-1.2811551,7,4.1877246,-2.1991775,25.682074
"352.3",352,2,7.4487476,"male",0.53075069,-0.45731238,3,1.6070867,1.3392526,20.369385
"352.5",352,2,7.4487476,"male",0.53075069,-0.45731238,5,-0.66945475,-0.46413353,11.898423
"352.7",352,2,7.4487476,"male",0.53075069,-0.45731238,7,1.216628,-0.59427118,19.772879
"353.3",353,2,8.5549479,"female",1.2454058,-2.0480642,3,NA,-0.60210073,7.4817772
"353.5",353,2,8.5549479,"female",1.2454058,-2.0480642,5,1.7848632,-1.4063302,18.577343
"353.7",353,2,8.5549479,"female",1.2454058,-2.0480642,7,0.22046287,0.12954868,17.316591
"354.3",354,2,7.5564518,"male",1.2007688,1.6333933,3,NA,1.6379148,0.42857498
"354.5",354,2,7.5564518,"male",1.2007688,1.6333933,5,NA,2.7818968,-3.9439983
"354.7",354,2,7.5564518,"male",1.2007688,1.6333933,7,NA,2.6775744,0.001783809
"355.3",355,2,7.5977998,"female",0.13710004,0.088666923,3,2.8891611,-1.0547884,27.720791
"355.5",355,2,7.5977998,"female",0.13710004,0.088666923,5,-0.66154724,-0.28275537,14.492193
"355.7",355,2,7.5977998,"female",0.13710004,0.088666923,7,2.3584151,-0.73444128,23.078552
"356.3",356,2,7.1357775,"female",0.034464516,0.756302,3,-0.16780885,0.44018117,14.011821
"356.5",356,2,7.1357775,"female",0.034464516,0.756302,5,-1.1800177,-0.68902093,12.723929
"356.7",356,2,7.1357775,"female",0.034464516,0.756302,7,1.3257325,0.74832594,19.707287
"357.3",357,2,8.4735994,"male",0.49852794,2.1510751,3,-0.64659804,1.5513551,14.565113
"357.5",357,2,8.4735994,"male",0.49852794,2.1510751,5,-0.55133599,2.239187,17.47385
"357.7",357,2,8.4735994,"male",0.49852794,2.1510751,7,-0.75133038,-7.2419112e-05,24.426531
"358.3",358,2,7.9017887,"female",0.085595593,-1.7222981,3,0.56069142,0.61707467,22.064333
"358.5",358,2,7.9017887,"female",0.085595593,-1.7222981,5,0.75228131,-1.3517836,20.658497
"358.7",358,2,7.9017887,"female",0.085595593,-1.7222981,7,NA,-0.81719768,16.055582
"359.3",359,2,7.563343,"male",-0.77976042,0.18586411,3,4.1234317,0.60459107,21.40954
"359.5",359,2,7.563343,"male",-0.77976042,0.18586411,5,-0.0022935492,0.48001045,12.762521
"359.7",359,2,7.563343,"male",-0.77976042,0.18586411,7,NA,-0.98800617,6.5651689
"360.3",360,2,7.862813,"male",-0.058904808,0.17900243,3,2.6609218,0.10881979,29.981998
"360.5",360,2,7.862813,"male",-0.058904808,0.17900243,5,0.42063245,-0.25286177,22.344942
"360.7",360,2,7.862813,"male",-0.058904808,0.17900243,7,1.8268963,0.33972442,26.683769
"661.3",661,3,8.8882513,"female",-0.2055901,-1.8960863,3,3.101244,-2.6372926,17.088869
"661.5",661,3,8.8882513,"female",-0.2055901,-1.8960863,5,2.1358078,-1.7643924,17.705574
"661.7",661,3,8.8882513,"female",-0.2055901,-1.8960863,7,NA,-1.7356651,8.8171597
"662.3",662,3,8.0943565,"male",-1.5021899,1.0935441,3,1.5532324,2.0254385,21.095774
"662.5",662,3,8.0943565,"male",-1.5021899,1.0935441,5,0.32224852,2.5980005,12.253049
"662.7",662,3,8.0943565,"male",-1.5021899,1.0935441,7,NA,2.2805941,13.291301
"663.3",663,3,8.0405369,"female",0.087954961,-1.3145769,3,2.9649265,-0.69604808,20.415623
"663.5",663,3,8.0405369,"female",0.087954961,-1.3145769,5,2.3371029,-1.108122,15.070376
"663.7",663,3,8.0405369,"female",0.087954961,-1.3145769,7,1.4033982,-1.8512012,14.702111
"664.3",664,3,8.3392324,"female",0.31762782,0.06557247,3,NA,-0.40992296,8.081809
"664.5",664,3,8.3392324,"female",0.31762782,0.06557247,5,1.6725413,-0.19147982,19.346334
"664.7",664,3,8.3392324,"female",0.31762782,0.06557247,7,NA,-1.3027202,11.189774
"665.3",665,3,8.5215015,"male",2.0189517,0.81576127,3,1.0795056,2.2190256,13.520077
"665.5",665,3,8.5215015,"male",2.0189517,0.81576127,5,1.6191121,3.1331728,15.267402
"665.7",665,3,8.5215015,"male",2.0189517,0.81576127,7,0.97549862,2.4529178,10.672809
"666.3",666,3,7.6497097,"male",0.35678962,0.28569046,3,-0.47308984,-0.34269059,22.044775
"666.5",666,3,7.6497097,"male",0.35678962,0.28569046,5,-0.62644559,1.4882865,19.243299
"666.7",666,3,7.6497097,"male",0.35678962,0.28569046,7,-1.7723035,1.4775391,18.492014
"667.3",667,3,9.1550789,"male",0.6867854,1.0492933,3,-0.45143828,0.40360782,19.092352
"667.5",667,3,9.1550789,"male",0.6867854,1.0492933,5,-1.7126882,0.65696687,14.394769
"667.7",667,3,9.1550789,"male",0.6867854,1.0492933,7,-1.1380209,-0.32262969,13.119861
"668.3",668,3,7.9852357,"male",-1.3501928,-0.10530832,3,0.25391233,2.0155694,20.830355
"668.5",668,3,7.9852357,"male",-1.3501928,-0.10530832,5,-0.47850728,2.100507,17.341221
"668.7",668,3,7.9852357,"male",-1.3501928,-0.10530832,7,-1.6835167,1.3634136,17.781193
"669.3",669,3,8.4813423,"male",NA,-2.0555854,3,NA,-0.65067053,10.26337
"669.5",669,3,8.4813423,"male",NA,-2.0555854,5,NA,-1.068154,4.3198957
"669.7",669,3,8.4813423,"male",NA,-2.0555854,7,NA,-1.5801637,6.552804
"670.3",670,3,8.6861277,"female",0.037731465,-0.20097995,3,2.2655492,1.6938225,17.39152
"670.5",670,3,8.6861277,"female",0.037731465,-0.20097995,5,1.2030807,0.87791234,18.608978
"670.7",670,3,8.6861277,"female",0.037731465,-0.20097995,7,1.1054667,0.35368434,17.516619
"671.3",671,3,8.2686272,"male",0.19598356,-1.2191951,3,-0.56441426,0.72781599,25.184179
"671.5",671,3,8.2686272,"male",0.19598356,-1.2191951,5,2.0759258,1.0762665,31.474573
"671.7",671,3,8.2686272,"male",0.19598356,-1.2191951,7,2.8722038,2.2456748,24.541283
"672.3",672,3,9.8220825,"male",-1.4125711,0.87503481,3,NA,1.6925185,2.4885178
"672.5",672,3,9.8220825,"male",-1.4125711,0.87503481,5,NA,1.5638751,7.0396724
"672.7",672,3,9.8220825,"male",-1.4125711,0.87503481,7,1.7832935,0.41717178,10.414464
"673.3",673,3,8.4403515,"female",1.3249854,0.72037786,3,NA,1.4995531,8.5893488
"673.5",673,3,8.4403515,"female",1.3249854,0.72037786,5,NA,-0.42781019,8.6645336
"673.7",673,3,8.4403515,"female",1.3249854,0.72037786,7,0.81229353,0.6842618,17.574219
"674.3",674,3,8.3693123,"male",0.78364086,0.29871583,3,0.39691409,1.4817491,17.036413
"674.5",674,3,8.3693123,"male",0.78364086,0.29871583,5,-0.82473159,1.6492338,17.807045
"674.7",674,3,8.3693123,"male",0.78364086,0.29871583,7,0.36201301,2.5199316,25.022381
"675.3",675,3,8.2088099,"male",-1.8292183,0.52259916,3,NA,1.2790592,5.4362082
"675.5",675,3,8.2088099,"male",-1.8292183,0.52259916,5,2.8381557,0.12108288,28.991976
"675.7",675,3,8.2088099,"male",-1.8292183,0.52259916,7,3.4817996,0.15893699,31.317276
"676.3",676,3,8.3211432,"male",0.38465896,-0.63037902,3,0.6795752,-0.88852042,21.144642
"676.5",676,3,8.3211432,"male",0.38465896,-0.63037902,5,-1.4194068,-1.5347764,13.28817
"676.7",676,3,8.3211432,"male",0.38465896,-0.63037902,7,-0.53917044,-1.2650056,15.950696
"677.3",677,3,9.214922,"male",0.73030776,-1.5437562,3,NA,0.26887608,5.7231026
"677.5",677,3,9.214922,"male",0.73030776,-1.5437562,5,NA,-0.37776458,13.774611
"677.7",677,3,9.214922,"male",0.73030776,-1.5437562,7,NA,0.37713835,3.6401055
"678.3",678,3,8.2622595,"female",-0.63310957,-1.3871416,3,NA,0.078065723,9.0960474
"678.5",678,3,8.2622595,"female",-0.63310957,-1.3871416,5,NA,0.32751581,10.434447
"678.7",678,3,8.2622595,"female",-0.63310957,-1.3871416,7,0.082324289,0.30971184,17.060083
"679.3",679,3,8.0181627,"male",-0.17056972,-0.24746528,3,0.92602599,0.1558072,21.990559
"679.5",679,3,8.0181627,"male",-0.17056972,-0.24746528,5,-0.43924084,0.41649354,16.26322
"679.7",679,3,8.0181627,"male",-0.17056972,-0.24746528,7,1.8858175,-0.13558455,25.059658
"680.3",680,3,9.0635958,"male",-0.40611678,-2.0989964,3,NA,-1.2315043,8.6441469
"680.5",680,3,9.0635958,"male",-0.40611678,-2.0989964,5,NA,-0.82948935,5.1418214
"680.7",680,3,9.0635958,"male",-0.40611678,-2.0989964,7,2.2050698,-1.3894066,17.95034
"681.3",681,3,7.9318671,"male",-0.33919874,-0.11118285,3,NA,2.3732977,4.0703263
"681.5",681,3,7.9318671,"male",-0.33919874,-0.11118285,5,NA,1.7060586,1.7264053
"681.7",681,3,7.9318671,"male",-0.33919874,-0.11118285,7,NA,1.8248196,11.111823
"682.3",682,3,9.5373526,"female",1.8417635,0.53052437,3,-0.56595665,0.84197307,14.002353
"682.5",682,3,9.5373526,"female",1.8417635,0.53052437,5,-2.4827187,-0.34205151,11.913299
"682.7",682,3,9.5373526,"female",1.8417635,0.53052437,7,-1.5968844,0.84881854,14.858809
"683.3",683,3,8.5955381,"female",1.2484916,0.44921821,3,0.93959159,0.8350926,13.855371
"683.5",683,3,8.5955381,"female",1.2484916,0.44921821,5,1.2274672,1.4315143,16.014025
"683.7",683,3,8.5955381,"female",1.2484916,0.44921821,7,-0.43325785,2.3426306,12.47354
"684.3",684,3,7.8846712,"male",-0.49964684,0.6187396,3,NA,2.3212504,-4.3216867
"684.5",684,3,7.8846712,"male",-0.49964684,0.6187396,5,NA,1.0204833,-2.9761829
"684.7",684,3,7.8846712,"male",-0.49964684,0.6187396,7,NA,1.5250816,0.73170298
"685.3",685,3,8.4108295,"female",-1.2499969,-1.0255287,3,NA,0.74867922,11.290735
"685.5",685,3,8.4108295,"female",-1.2499969,-1.0255287,5,NA,0.27722076,7.258605
"685.7",685,3,8.4108295,"female",-1.2499969,-1.0255287,7,NA,-0.31383592,8.8609133
"686.3",686,3,7.4888892,"male",-0.053107012,0.18877165,3,0.18073924,0.27483502,13.00083
"686.5",686,3,7.4888892,"male",-0.053107012,0.18877165,5,-3.0311942,0.24523501,8.5681639
"686.7",686,3,7.4888892,"male",-0.053107012,0.18877165,7,NA,1.6174167,12.348783
"687.3",687,3,9.1907139,"female",NA,0.021317314,3,3.0816679,1.1681532,30.344233
"687.5",687,3,9.1907139,"female",NA,0.021317314,5,1.1965448,0.55298531,21.270382
"687.7",687,3,9.1907139,"female",NA,0.021317314,7,1.6749066,1.6953264,23.582727
"688.3",688,3,7.1146173,"female",1.7178242,-0.16004112,3,-0.13608667,1.5188165,18.819101
"688.5",688,3,7.1146173,"female",1.7178242,-0.16004112,5,2.3961272,1.0862238,30.218765
"688.7",688,3,7.1146173,"female",1.7178242,-0.16004112,7,0.58020771,1.8624794,24.778868
"689.3",689,3,7.7307811,"female",3.7674923,-0.59111428,3,-0.20893249,0.86763573,15.729197
"689.5",689,3,7.7307811,"female",3.7674923,-0.59111428,5,NA,-0.25189802,7.622232
"689.7",689,3,7.7307811,"female",3.7674923,-0.59111428,7,-4.0103326,0.1646782,5.8423924
"690.3",690,3,8.3853693,"female",-0.84554875,-0.092101686,3,1.1799248,0.41371751,12.372212
"690.5",690,3,8.3853693,"female",-0.84554875,-0.092101686,5,NA,0.60222155,10.164507
"690.7",690,3,8.3853693,"female",-0.84554875,-0.092101686,7,NA,-0.48478106,7.6940846
"991.3",991,4,7.4714923,"male",-0.6924395,-0.36812893,3,0.44166991,-0.93857419,11.573089
"991.5",991,4,7.4714923,"male",-0.6924395,-0.36812893,5,0.6427964,0.12459987,12.191595
"991.7",991,4,7.4714923,"male",-0.6924395,-0.36812893,7,NA,0.68081081,10.759958
"992.3",992,4,7.1274004,"female",0.92286795,-1.0916256,3,NA,-0.29217225,10.581877
"992.5",992,4,7.1274004,"female",0.92286795,-1.0916256,5,0.31685245,-0.1676653,13.209247
"992.7",992,4,7.1274004,"female",0.92286795,-1.0916256,7,0.28227285,-0.48610643,12.259167
"993.3",993,4,7.5968642,"male",-0.43386957,-1.0255568,3,1.7203614,0.73760688,28.101982
"993.5",993,4,7.5968642,"male",-0.43386957,-1.0255568,5,2.6428721,-1.1802061,30.056786
"993.7",993,4,7.5968642,"male",-0.43386957,-1.0255568,7,-0.080022916,-2.3326628,17.263924
